umap_1,umap_2,is_anomaly,label
-2.6966875,4.317992,0,Normal
10.011376,5.589741,0,Normal
-5.9497294,6.8902884,0,Normal
9.698105,4.2432494,0,Normal
-1.2073014,1.9463239,0,Normal
-6.728923,7.3266463,0,Normal
-4.7332563,5.782286,0,Normal
-0.56198937,2.0813959,0,Normal
6.6472063,5.787661,0,Normal
10.988852,3.1214633,0,Normal
-0.021088066,2.0790985,0,Normal
9.556546,5.8474584,0,Normal
11.013765,3.9260283,0,Normal
-1.1500754,2.6207035,0,Normal
11.6762905,2.3111472,0,Normal
-0.56700855,2.6002681,0,Normal
-1.7803745,2.5234709,0,Normal
-1.0278033,2.4113314,0,Normal
-5.3685927,6.466341,0,Normal
10.298788,2.6215057,0,Normal
0.20936352,3.6551695,0,Normal
-8.559066,8.367183,0,Normal
1.4613277,1.1268339,0,Normal
11.540343,1.8851357,0,Normal
6.8593917,5.9337697,0,Normal
5.9542947,7.4539175,0,Normal
6.3874063,6.05962,0,Normal
6.686226,6.3132043,0,Normal
-3.8284047,4.28013,0,Normal
-0.6119737,2.007846,0,Normal
-5.5037165,5.955265,0,Normal
-2.570552,4.8105745,0,Normal
6.218267,6.8791323,0,Normal
10.811902,2.901853,0,Normal
-8.119101,6.2344413,0,Normal
-1.0703945,5.249605,0,Normal
-7.3777266,6.71715,0,Normal
9.244772,3.9865437,0,Normal
6.049466,7.5385776,0,Normal
-6.82652,7.2322645,0,Normal
9.812487,2.5066013,0,Normal
6.505415,7.3105874,0,Normal
5.849598,7.604137,0,Normal
11.229686,1.1909361,0,Normal
9.575566,4.151565,0,Normal
-8.967832,5.6940866,0,Normal
10.119573,3.0034096,0,Normal
-2.5183578,4.4384694,0,Normal
-7.378201,6.4193025,0,Normal
6.3424234,7.0951757,0,Normal
-5.7099953,6.371518,0,Normal
-2.2760658,5.144135,0,Normal
-2.996011,4.4873247,0,Normal
-5.669794,6.022329,0,Normal
0.16435327,3.4387712,0,Normal
-0.72658974,6.041113,0,Normal
-0.703839,2.0408447,0,Normal
10.510113,4.702675,0,Normal
-3.7405698,4.332915,0,Normal
0.20714556,2.9601529,0,Normal
-7.640715,6.793586,0,Normal
0.87755036,2.7825098,0,Normal
-6.568304,7.3174386,0,Normal
0.23416504,3.2479968,0,Normal
7.012115,5.8787546,0,Normal
10.48136,4.5715375,0,Normal
10.083771,5.454449,0,Normal
-4.3166084,4.926687,0,Normal
-8.30916,5.3936973,0,Normal
-2.6311913,4.1347055,0,Normal
11.713307,2.8380342,0,Normal
-5.897886,5.8823414,0,Normal
6.489068,5.953873,0,Normal
-0.748136,2.5448096,0,Normal
9.65558,3.7583027,0,Normal
11.721836,2.1836855,0,Normal
10.541768,3.0722656,0,Normal
-7.244364,7.1036673,0,Normal
6.8962493,6.813511,0,Normal
-8.202991,6.4941907,0,Normal
10.642285,2.041493,0,Normal
10.744967,4.0141077,0,Normal
-3.0062551,5.2238364,0,Normal
10.140119,1.5339618,0,Normal
-8.533341,8.373218,0,Normal
-0.15937872,3.0283363,0,Normal
0.44408774,3.7172415,0,Normal
-4.353376,5.156569,0,Normal
6.3752193,7.496537,0,Normal
-0.31710237,3.4522858,0,Normal
-9.548157,6.547589,0,Normal
-8.5511,8.38557,0,Normal
10.8265085,2.9437017,0,Normal
11.617542,1.6150287,0,Normal
-3.4325278,3.8877525,0,Normal
-8.752196,8.375529,0,Normal
-1.7198954,5.520767,0,Normal
-4.729044,5.796053,0,Normal
-6.3616686,6.70876,0,Normal
-5.390038,5.6082797,0,Normal
0.014198513,2.5012603,0,Normal
-9.689447,6.748838,0,Normal
9.373928,5.6657352,0,Normal
-4.058196,5.1716175,0,Normal
6.365346,7.291745,0,Normal
-8.812619,6.029101,0,Normal
-4.128668,5.352779,0,Normal
0.22684963,3.0406365,0,Normal
-5.708678,6.6493387,0,Normal
-0.6168329,2.648083,0,Normal
-7.368288,7.266337,0,Normal
9.953142,5.6998076,0,Normal
-2.4014983,4.5817103,0,Normal
10.236569,5.7193313,0,Normal
-7.1319304,7.129421,0,Normal
6.170169,6.0416236,0,Normal
-9.130642,8.271877,0,Normal
-0.37931812,2.2161403,0,Normal
10.214731,4.452805,0,Normal
9.493991,5.75822,0,Normal
10.377728,5.3063774,0,Normal
5.183398,5.926102,0,Normal
-1.0891515,4.836437,0,Normal
-0.8246422,1.8252652,0,Normal
10.873326,4.213035,0,Normal
-1.4144603,5.2665057,0,Normal
11.263868,1.9117854,0,Normal
0.73830485,3.0917797,0,Normal
11.587662,1.8190079,0,Normal
11.597876,0.97392553,0,Normal
10.337837,2.8751874,0,Normal
-0.3108381,2.6541712,0,Normal
9.29257,2.7104614,0,Normal
9.77434,4.052957,0,Normal
-0.48243606,3.9072351,0,Normal
-0.50837505,3.1965773,0,Normal
-10.503119,7.2735353,0,Normal
7.036263,5.8883386,0,Normal
-8.543763,8.362675,0,Normal
11.705773,1.5720162,0,Normal
0.35680303,3.196792,0,Normal
10.580365,3.2920337,0,Normal
10.484711,5.025259,0,Normal
-7.3704715,6.6112328,0,Normal
-1.1769474,4.3781915,0,Normal
0.106244594,2.9942575,0,Normal
-9.733097,6.6871204,0,Normal
-0.8842507,3.1068325,0,Normal
11.724879,2.9212537,0,Normal
0.11823141,2.4345753,0,Normal
9.569479,2.3378906,0,Normal
-1.4340315,3.457144,0,Normal
11.494956,3.542068,0,Normal
5.649422,6.22222,0,Normal
-10.269973,7.0162234,0,Normal
9.188393,4.274154,0,Normal
-6.8309603,7.154256,0,Normal
11.080246,2.3681269,0,Normal
-9.642085,6.0092893,0,Normal
6.1786304,6.3232865,0,Normal
-6.414985,7.0592117,0,Normal
10.442794,1.0646975,0,Normal
11.229426,3.2054813,0,Normal
6.429826,6.0023966,0,Normal
-0.801057,1.9256564,0,Normal
-7.882847,5.8753386,0,Normal
-8.889348,5.3268876,0,Normal
-7.926991,6.4004664,0,Normal
10.879968,3.7171354,0,Normal
-6.371548,7.2410836,0,Normal
-4.8519115,4.778229,0,Normal
-4.1247025,3.8026822,0,Normal
-9.664964,6.642083,0,Normal
6.301803,5.969489,0,Normal
0.19367889,2.3794394,0,Normal
-5.815042,6.4250717,0,Normal
5.8388715,6.9574304,0,Normal
11.106873,0.9361033,0,Normal
-0.52836376,1.9412739,0,Normal
9.797971,4.733311,0,Normal
-5.5014067,6.5329947,0,Normal
11.931996,1.343468,0,Normal
-7.435373,6.9143176,0,Normal
9.969936,5.7603807,0,Normal
-1.256712,5.724147,0,Normal
10.277047,3.9725175,0,Normal
-4.0667596,5.0821123,0,Normal
-10.254181,7.0209475,0,Normal
11.427729,1.0754352,0,Normal
5.88908,6.4659696,0,Normal
-0.56978726,3.6098745,0,Normal
-9.995585,6.52696,0,Normal
-8.61589,8.341716,0,Normal
-1.4286646,4.886142,0,Normal
11.132922,3.6742404,0,Normal
0.15968654,3.9519598,0,Normal
-1.959437,4.035622,0,Normal
-8.198926,8.162102,0,Normal
-1.6060592,4.9246254,0,Normal
-7.7629256,6.082759,0,Normal
-0.8405389,2.148898,0,Normal
6.11776,7.5840206,0,Normal
-0.5180409,3.4149046,0,Normal
-8.417496,6.008534,0,Normal
5.9045053,7.066985,0,Normal
5.6996164,6.848119,0,Normal
11.119083,4.6050587,0,Normal
0.17460108,4.352237,0,Normal
6.665393,6.9648767,0,Normal
-0.27545553,3.1885397,0,Normal
-9.51982,6.639782,0,Normal
10.343045,4.1308613,0,Normal
-4.3962717,4.020979,0,Normal
-1.2646736,2.4474244,0,Normal
9.483463,5.587188,0,Normal
6.722989,5.8104386,0,Normal
10.106072,1.8974675,0,Normal
-2.162495,3.1254616,0,Normal
10.542794,1.0212175,0,Normal
-6.0699177,6.949849,0,Normal
10.273395,1.7580411,0,Normal
9.256312,5.599906,0,Normal
5.770491,5.593022,0,Normal
0.33577886,1.4280627,0,Normal
-2.4033077,5.5650945,0,Normal
6.0307045,5.919144,0,Normal
9.307737,5.908547,0,Normal
6.5749454,6.620807,0,Normal
-3.1386516,4.4709225,0,Normal
-7.606105,6.571293,0,Normal
-8.811752,7.2030973,0,Normal
10.293512,2.9442825,0,Normal
-0.34235352,2.8228908,0,Normal
11.540922,1.6104268,0,Normal
-4.617458,5.699479,0,Normal
11.569664,2.3395834,0,Normal
11.063806,1.3336133,0,Normal
-6.051454,5.1403885,0,Normal
-0.65004003,3.7014465,0,Normal
-4.07646,4.9009495,0,Normal
11.53695,3.4314723,0,Normal
-2.2347991,4.7726097,0,Normal
11.128649,4.593323,0,Normal
-7.792274,6.6239877,0,Normal
11.284452,3.2912376,0,Normal
-9.486597,6.596704,0,Normal
-3.949115,4.6665626,0,Normal
9.958598,4.3816853,0,Normal
-1.1978878,5.3498964,0,Normal
6.9208875,6.251047,0,Normal
-0.103957616,4.7644014,0,Normal
11.327795,1.2983024,0,Normal
-9.460855,6.0998826,0,Normal
10.544827,2.0546393,0,Normal
-1.2142043,2.0194907,0,Normal
10.113674,2.958414,0,Normal
6.968337,6.312927,0,Normal
-5.111388,5.6443133,0,Normal
-0.79898953,1.882069,0,Normal
-9.802238,6.493893,0,Normal
-8.80094,5.444286,0,Normal
-6.4976096,6.769485,0,Normal
-7.671332,6.389585,0,Normal
11.734785,2.3348026,0,Normal
-0.10697119,3.0676727,0,Normal
11.271948,4.272942,0,Normal
-8.720256,5.2841973,0,Normal
-9.864919,6.420656,0,Normal
-6.0884957,7.2059383,0,Normal
5.776472,7.305357,0,Normal
11.214114,2.9789658,0,Normal
6.7087774,5.8584194,0,Normal
-9.080554,5.5551224,0,Normal
11.143022,4.207728,0,Normal
-0.61394763,3.6345847,0,Normal
1.4711131,1.1243974,0,Normal
-5.727278,6.8882055,0,Normal
5.848285,6.032092,0,Normal
5.7136254,5.5068355,0,Normal
-8.37783,5.2296557,0,Normal
-4.1606355,4.3350654,0,Normal
-4.9525394,5.370959,0,Normal
-2.9838085,4.2657027,0,Normal
-9.09406,7.0016007,0,Normal
-5.938501,6.5852304,0,Normal
-3.8103628,5.137971,0,Normal
10.253353,2.7562685,0,Normal
6.718904,5.8289275,0,Normal
-6.7046437,7.1888156,0,Normal
9.244817,3.6930528,0,Normal
-8.779311,6.2412376,0,Normal
-0.05848139,2.3350546,0,Normal
-8.537494,5.423938,0,Normal
-2.6340075,4.3544226,0,Normal
-9.796713,6.5533185,0,Normal
-1.5654575,4.9508815,0,Normal
10.393229,3.3900225,0,Normal
-9.888536,6.633623,0,Normal
-3.757842,4.026252,0,Normal
6.3438134,7.3122253,0,Normal
5.907367,7.751274,0,Normal
-2.6878436,3.613617,0,Normal
6.1721716,7.3596787,0,Normal
10.224035,1.3299661,0,Normal
-3.3479598,4.4059134,0,Normal
0.22002205,2.8247452,0,Normal
9.444773,5.703453,0,Normal
-0.83501184,3.1457531,0,Normal
11.8120985,1.8405428,0,Normal
6.0599465,6.094125,0,Normal
6.903211,6.9636865,0,Normal
-5.928585,6.390647,0,Normal
6.113591,7.4970374,0,Normal
-5.2601,5.3923283,0,Normal
-6.3541923,7.36236,0,Normal
9.41742,5.904181,0,Normal
-2.9671202,4.8286023,0,Normal
9.501166,3.1512516,0,Normal
-9.227186,8.249615,0,Normal
-0.7360092,4.502316,0,Normal
-7.367716,7.1654058,0,Normal
-0.97390133,6.114158,0,Normal
-7.6742573,6.523609,0,Normal
-0.7266673,2.1449952,0,Normal
5.878742,6.2618785,0,Normal
-0.6670733,2.4813135,0,Normal
-7.7208476,6.3983808,0,Normal
-5.931254,5.9428277,0,Normal
6.1327186,5.458445,0,Normal
-1.5011345,3.2226977,0,Normal
-0.3535679,3.6300187,0,Normal
-7.679957,7.099185,0,Normal
10.140881,5.784254,0,Normal
11.740603,2.0167391,0,Normal
-1.3432934,5.4474382,0,Normal
-9.586379,7.9589386,0,Normal
-6.045927,6.6433926,0,Normal
-9.259052,8.2595,0,Normal
9.528778,2.6722062,0,Normal
-4.122609,5.2618566,0,Normal
-3.7654028,4.3810234,0,Normal
-0.49435622,2.050586,0,Normal
-8.384786,5.474013,0,Normal
9.305853,4.49192,0,Normal
-8.945065,8.337797,0,Normal
-7.456459,5.5022507,0,Normal
10.817117,1.3987817,0,Normal
6.9421744,6.037948,0,Normal
10.462224,3.128716,0,Normal
10.315087,3.2495406,0,Normal
11.883146,2.0031457,0,Normal
11.677589,1.5739897,0,Normal
11.068891,3.925339,0,Normal
-2.8100529,4.9352174,0,Normal
11.131215,0.8904781,0,Normal
10.457471,3.2376044,0,Normal
6.3164344,6.7109447,0,Normal
-1.4782674,4.6515727,0,Normal
-2.7126074,4.7790627,0,Normal
-1.3621843,5.5557184,0,Normal
-6.5966554,7.0644484,0,Normal
11.281381,2.990373,0,Normal
5.9269,5.602367,0,Normal
-8.668493,6.0062184,0,Normal
-1.6871469,5.034823,0,Normal
-7.684495,5.1509275,0,Normal
-1.1028596,6.3053465,0,Normal
-7.753023,5.776969,0,Normal
5.5210505,6.903438,0,Normal
-7.284482,6.86626,0,Normal
10.050311,5.9177265,0,Normal
-8.836212,5.53794,0,Normal
10.670258,4.70785,0,Normal
-1.6668563,5.172976,0,Normal
-9.436363,8.164073,0,Normal
-3.0543158,4.6526093,0,Normal
9.978644,4.524033,0,Normal
6.9760303,6.145473,0,Normal
5.820721,6.1293197,0,Normal
-9.589978,7.876064,0,Normal
-3.6008103,4.6044183,0,Normal
9.908451,2.6940303,0,Normal
10.696565,1.2885098,0,Normal
-6.0327363,6.6568255,0,Normal
-5.4649887,6.5010424,0,Normal
10.912723,4.3546124,0,Normal
9.995297,3.9462514,0,Normal
-7.5442977,6.028309,0,Normal
10.513884,1.4509012,0,Normal
9.869841,2.0628672,0,Normal
-10.509063,7.2645526,0,Normal
-1.5040886,5.614335,0,Normal
-8.530379,5.6865706,0,Normal
10.984392,2.5316908,0,Normal
-0.87566435,6.096144,0,Normal
11.457636,1.5520025,0,Normal
-7.2915406,6.4917912,0,Normal
-0.7505244,2.090679,0,Normal
10.045138,2.9778898,0,Normal
-3.251031,5.096689,0,Normal
5.7821474,7.153238,0,Normal
-7.4446955,5.9393077,0,Normal
11.382405,1.9227355,0,Normal
-0.9441391,3.4720595,0,Normal
-7.1043577,6.7871647,0,Normal
-1.228507,5.567663,0,Normal
1.1969817,1.6754748,0,Normal
-0.8845465,3.130771,0,Normal
0.51707596,2.377414,0,Normal
-6.6023417,6.377304,0,Normal
10.299555,1.0313455,0,Normal
0.307362,3.2592895,0,Normal
-0.38018388,3.5532777,0,Normal
-1.1517711,5.1665735,0,Normal
-5.4695163,6.7745094,0,Normal
-5.8692236,6.8273225,0,Normal
5.917438,5.6027255,0,Normal
-1.0445135,4.076417,0,Normal
-0.73171234,2.3057404,0,Normal
-10.226714,6.887859,0,Normal
-0.93783396,2.326112,0,Normal
-7.270408,7.8556933,0,Normal
-10.022433,6.6636963,0,Normal
10.611316,4.375307,0,Normal
-10.247857,7.0107913,0,Normal
-8.146356,5.452679,0,Normal
6.852073,6.0876727,0,Normal
11.339766,3.0644193,0,Normal
-1.2029386,4.661477,0,Normal
-1.3327537,3.52761,0,Normal
10.296614,3.5392005,0,Normal
9.629747,4.1601877,0,Normal
10.420474,4.171182,0,Normal
-2.6514103,4.301879,0,Normal
5.759791,5.7328973,0,Normal
-1.9197675,3.233044,0,Normal
-9.319036,5.9331346,0,Normal
6.0395985,6.4640856,0,Normal
-4.056848,4.203381,0,Normal
10.568723,4.7599072,0,Normal
9.611254,4.44721,0,Normal
-5.7834525,6.9662952,0,Normal
-8.162198,8.103586,0,Normal
-0.44990838,5.766672,0,Normal
-0.24749026,2.504537,0,Normal
-8.692458,5.7379894,0,Normal
10.464736,1.6269807,0,Normal
-0.3371794,6.003467,0,Normal
11.448636,3.3663228,0,Normal
5.8403897,6.7579684,0,Normal
6.6110797,6.092985,0,Normal
11.308346,3.756154,0,Normal
11.481111,3.0452797,0,Normal
9.28633,5.8807955,0,Normal
5.535775,6.0981126,0,Normal
0.07140253,4.76471,0,Normal
6.916157,6.7973266,0,Normal
-8.676097,5.3906603,0,Normal
-6.2584295,6.371287,0,Normal
-10.316661,7.1244802,0,Normal
-4.9895215,5.2233105,0,Normal
-2.640312,5.025641,0,Normal
11.341441,3.1095748,0,Normal
10.454538,1.5119762,0,Normal
-1.6685472,3.8612435,0,Normal
-0.50387985,3.8397098,0,Normal
9.142342,4.479397,0,Normal
10.338756,5.030626,0,Normal
-4.8188386,5.044436,0,Normal
